contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
124,0,0,unlabeled,1,0,0,0,
125,0,0,unlabeled,1,0,0,0,
126,0,0,unlabeled,1,0,0,0,
127,0,0,unlabeled,1,0,0,0,
128,0,0,unlabeled,1,0,0,0,
129,0,0,unlabeled,1,0,0,0,
130,0,0,unlabeled,1,0,0,0,
131,0,0,unlabeled,1,0,0,0,
132,0,0,unlabeled,1,0,0,0,
133,0,0,unlabeled,1,0,0,0,
134,0,0,unlabeled,1,0,0,0,
135,0,0,unlabeled,1,0,0,0,
136,0,0,unlabeled,1,0,0,0,
137,0,0,unlabeled,1,0,0,0,
138,0,0,unlabeled,1,0,0,0,
139,0,0,unlabeled,1,0,0,0,
140,0,0,unlabeled,1,0,0,0,
141,0,0,unlabeled,0,0,0,0,
